,State,County,PCT_OBESE_ADULTS13,FMRKT16,FFR14,GROC09,GROC14,GROCPTH14,PCT_LACCESS_CHILD15,FFRPTH14,FMRKTPTH16,FFRPTH14,PCT_OBESE_ADULTS08,PCT_DIABETES_ADULTS13,PCT_DIABETES_ADULTS08,CHILDPOVRATE15,PCT_HSPA15
580,ID,Lemhi,26.8,1,3,6,6,0.776598499,6.633105845642502,0.388299249,0.129483361388062,0.388299249,25.7,12.1,8.2,26.8,29.599999999999994
581,ID,Lewis,29.7,1,4,3,4,1.042209484,9.835673405229363,1.042209484,0.25953802232027,1.042209484,27.4,10.5,9.8,26.8,29.599999999999994
582,ID,Lincoln,32.3,1,0,2,2,0.376222724,31.970266340306452,0.0,0.189717321191425,0.0,29.6,8.3,8.1,23.6,29.599999999999994
583,ID,Madison,24.5,1,28,3,3,0.0788685,5.382073959377212,0.736105999,0.0256095062487195,0.736105999,24.3,5.5,6.0,18.6,29.599999999999994
584,ID,Minidoka,34.2,1,5,3,1,0.0492053,5.4151930195748665,0.246026669,0.0485060147458285,0.246026669,30.0,10.8,11.3,20.7,29.599999999999994
585,ID,Nez Perce,30.9,1,28,9,11,0.274951883,4.316920970383904,0.699877521,0.0247714830686913,0.699877521,29.7,11.0,11.2,18.5,29.599999999999994
586,ID,Oneida,31.3,0,5,2,1,0.239005736,3.2218942153514467,1.195028681,0.0,1.195028681,26.7,12.2,9.2,18.1,29.599999999999994
587,ID,Owyhee,30.4,1,7,3,3,0.264247336,4.584789455335728,0.616577116,0.0878040214241812,0.616577116,26.5,9.5,7.7,30.2,29.599999999999994
588,ID,Payette,33.3,0,12,4,5,0.218952531,7.28524553720068,0.525486075,0.0,0.525486075,27.4,9.2,8.5,22.0,29.599999999999994
589,ID,Power,32.1,0,2,1,1,0.131285283,4.332877128223832,0.262570566,0.0,0.262570566,26.8,8.2,8.2,20.8,29.599999999999994
590,ID,Shoshone,31.1,0,8,6,6,0.484261501,1.6213944358485937,0.645682002,0.0,0.645682002,29.8,10.2,8.8,30.3,29.599999999999994
591,ID,Teton,24.1,2,5,1,2,0.193404893,2.9964173319551524,0.483512233,0.182481751824818,0.483512233,20.5,6.0,6.6,15.9,29.599999999999994
592,ID,Twin Falls,27.6,4,63,17,17,0.210099612,1.9504913908717076,0.778604444,0.047896161122686,0.778604444,25.7,8.7,9.5,19.3,29.599999999999994
593,ID,Valley,24.1,2,8,5,5,0.508854061,4.140604145894778,0.814166497,0.190548780487805,0.814166497,27.4,8.4,8.6,18.1,29.599999999999994
594,ID,Washington,30.3,2,6,3,2,0.19958088,4.052044896289165,0.59874264,0.196618167518679,0.59874264,25.2,11.2,10.1,25.0,29.599999999999994
595,IL,Adams,37.0,2,32,11,10,0.149280468,3.7292289199846804,0.477697498,0.0300399531376731,0.477697498,26.5,10.1,9.0,18.9,26.799999999999997
596,IL,Alexander,28.4,0,0,2,2,0.266951415,4.556304155317807,0.0,0.0,0.0,28.2,11.4,11.0,52.2,26.799999999999997
597,IL,Bond,29.6,0,7,3,1,0.0579072,1.6554182147396272,0.405350628,0.0,0.405350628,27.9,10.0,8.8,19.1,26.799999999999997
598,IL,Boone,33.7,2,26,9,5,0.092817762,6.245173922832733,0.48265236,0.0373810814346859,0.48265236,27.0,9.4,7.2,14.5,26.799999999999997
599,IL,Brown,27.6,1,3,2,2,0.292740047,0.4337668673868993,0.43911007,0.147885241052943,0.43911007,28.1,8.2,7.9,15.8,26.799999999999997
600,IL,Bureau,29.1,1,12,3,5,0.147754137,8.196068007857768,0.354609929,0.0299769177733146,0.354609929,26.7,11.3,9.0,19.3,26.799999999999997
601,IL,Calhoun,29.1,0,1,3,3,0.605326877,2.34990826880507,0.201775626,0.0,0.201775626,26.7,11.4,9.6,15.5,26.799999999999997
602,IL,Carroll,28.6,2,10,3,3,0.203873598,4.205772371755775,0.679578661,0.137561042712704,0.679578661,26.7,12.2,9.6,19.3,26.799999999999997
603,IL,Cass,28.0,0,8,5,5,0.380054728,2.6927893936542735,0.608087565,0.0,0.608087565,27.6,10.6,8.6,18.1,26.799999999999997
604,IL,Champaign,25.1,6,172,31,35,0.168973558,3.777235774741467,0.830384342,0.0287881623076591,0.830384342,26.8,7.4,7.4,18.3,26.799999999999997
605,IL,Christian,31.7,2,17,8,7,0.206538416,1.7620182233520145,0.501593296,0.0600438319973581,0.501593296,27.1,10.5,8.9,19.2,26.799999999999997
606,IL,Clark,32.7,0,15,3,3,0.185414091,1.8537511967632752,0.927070457,0.0,0.927070457,27.4,11.5,9.0,21.5,26.799999999999997
607,IL,Clay,31.0,1,8,4,2,0.147928994,3.651293183037141,0.591715976,0.075187969924812,0.591715976,27.4,10.8,8.9,21.1,26.799999999999997
608,IL,Clinton,29.5,1,18,11,9,0.237736746,2.7727581648955297,0.475473492,0.0265048106231281,0.475473492,27.6,8.7,8.5,12.0,26.799999999999997
609,IL,Coles,26.3,3,39,5,8,0.150037509,3.4815772148800326,0.731432858,0.0573142540549835,0.731432858,26.6,8.9,7.4,24.5,26.799999999999997
610,IL,Cook,25.3,110,4381,1400,1493,0.284573053,1.7302729446976146,0.835039882,0.0211396216276778,0.835039882,25.2,8.5,8.7,23.5,26.799999999999997
611,IL,Crawford,31.3,1,12,5,5,0.257824988,2.1042160928721603,0.618779972,0.0517920033146882,0.618779972,27.2,10.6,8.7,20.2,26.799999999999997
612,IL,Cumberland,27.8,0,3,2,3,0.276931598,,0.276931598,0.0,0.276931598,27.4,11.1,9.0,17.5,26.799999999999997
613,IL,DeKalb,28.3,2,75,15,10,0.094820883,5.2603392426700175,0.711156625,0.0191336292667993,0.711156625,26.6,8.3,6.9,16.3,26.799999999999997
614,IL,De Witt,30.5,1,8,4,3,0.184229919,0.9539352989949339,0.491279784,0.0616294835449279,0.491279784,26.8,10.8,8.6,19.3,26.799999999999997
615,IL,Douglas,30.5,1,17,11,10,0.502790487,2.2600764529566617,0.854743828,0.0509424350483953,0.854743828,28.3,10.8,8.7,16.3,26.799999999999997
616,IL,DuPage,23.0,17,843,172,169,0.181192828,5.873968604292297,0.903819845,0.018292000585344,0.903819845,24.6,8.1,7.5,9.2,26.799999999999997
617,IL,Edgar,30.3,1,8,3,3,0.168152009,7.599952589107504,0.448405358,0.0569281566662871,0.448405358,27.5,10.1,9.5,22.6,26.799999999999997
618,IL,Edwards,31.3,1,5,3,3,0.453377664,4.671636310641779,0.755629439,0.15330369461904,0.755629439,27.2,10.5,9.1,15.9,26.799999999999997
619,IL,Effingham,31.8,0,34,9,7,0.203962704,4.35844549525974,0.990675991,0.0,0.990675991,27.1,10.7,8.6,14.1,26.799999999999997
620,IL,Fayette,33.0,0,7,8,5,0.228623685,8.338042519180894,0.32007316,0.0,0.32007316,26.9,10.3,8.3,29.8,26.799999999999997
621,IL,Ford,28.2,2,6,3,3,0.219170076,4.457541074224473,0.438340152,0.147329650092081,0.438340152,27.5,10.6,9.3,18.1,26.799999999999997
622,IL,Franklin,30.2,2,22,6,5,0.126868133,2.409963647328867,0.558219786,0.0510777403207682,0.558219786,27.0,11.6,9.5,28.2,26.799999999999997
623,IL,Fulton,30.7,2,20,9,5,0.138861888,3.9989473510055036,0.555447552,0.0562809545249887,0.555447552,27.4,11.6,8.9,21.0,26.799999999999997
624,IL,Gallatin,28.4,0,0,0,0,0.0,15.832627253274254,0.0,0.0,0.0,26.7,10.8,9.5,27.7,26.799999999999997
625,IL,Greene,28.7,2,4,5,5,0.372189966,2.8036519665808295,0.297751973,0.152753379668525,0.297751973,28.2,11.5,9.2,23.4,26.799999999999997
626,IL,Grundy,30.4,1,38,6,5,0.099157164,5.007963013284821,0.753594447,0.0198267145151377,0.753594447,28.4,8.6,7.5,10.2,26.799999999999997
627,IL,Hamilton,28.2,0,3,2,1,0.120540019,3.279275217742462,0.361620058,0.0,0.361620058,27.0,11.1,9.5,22.4,26.799999999999997
628,IL,Hancock,28.6,1,10,6,4,0.215470804,8.82308582085783,0.538677009,0.0540306894315971,0.538677009,26.6,11.2,9.2,19.0,26.799999999999997
629,IL,Hardin,30.6,0,0,1,1,0.242189392,2.9523870331411803,0.0,0.0,0.0,27.2,13.0,9.1,35.6,26.799999999999997
630,IL,Henderson,30.4,0,2,2,2,0.2891845,0.2879462181288487,0.2891845,0.0,0.2891845,27.7,11.8,9.5,18.8,26.799999999999997
631,IL,Henry,30.5,0,23,13,9,0.181323663,4.666638215732124,0.463382694,0.0,0.463382694,27.0,11.1,8.8,14.7,26.799999999999997
632,IL,Iroquois,33.9,1,21,8,8,0.277017902,5.386236758605121,0.727171993,0.0352932872167714,0.727171993,27.7,12.4,9.3,20.1,26.799999999999997
633,IL,Jackson,31.5,10,36,12,14,0.234596243,4.629414566577386,0.603247482,0.16986580601325,0.603247482,26.9,9.0,7.3,29.7,26.799999999999997
634,IL,Jasper,30.2,0,5,1,1,0.103917697,3.6864004885661585,0.519588486,0.0,0.519588486,27.1,10.2,9.0,16.7,26.799999999999997
635,IL,Jefferson,30.2,0,30,5,10,0.259511081,4.7231462801949675,0.778533243,0.0,0.778533243,27.9,11.1,9.0,26.5,26.799999999999997
636,IL,Jersey,33.0,1,13,4,4,0.177218555,3.4165397299118423,0.575960303,0.0454029511918275,0.575960303,26.6,10.4,8.3,16.4,26.799999999999997
637,IL,Jo Daviess,29.5,7,9,7,4,0.179742968,4.405152490664896,0.404421677,0.321543408360129,0.404421677,26.3,13.0,9.2,13.5,26.799999999999997
638,IL,Johnson,29.4,0,5,2,2,0.158717562,2.505298770512065,0.396793905,0.0,0.396793905,27.4,10.5,8.2,19.5,26.799999999999997
639,IL,Kane,25.3,10,325,77,80,0.151714564,5.260403160226134,0.616340417,0.0188070676960402,0.616340417,27.9,7.7,7.1,16.1,26.799999999999997
640,IL,Kankakee,30.1,6,77,22,24,0.215488215,3.6462358947074542,0.691358025,0.0545414878917897,0.691358025,28.2,9.1,9.0,22.3,26.799999999999997
641,IL,Kendall,33.7,2,71,13,9,0.074165637,4.654407256750052,0.585084466,0.0160391354905971,0.585084466,24.9,8.3,6.0,6.6,26.799999999999997
642,IL,Knox,26.2,2,39,9,10,0.192052853,3.6516858692981726,0.749006126,0.0392634182731949,0.749006126,28.1,9.8,9.2,26.8,26.799999999999997
643,IL,Lake,28.4,16,545,120,114,0.161659477,9.113847585589214,0.772845746,0.0227580801852508,0.772845746,24.8,8.4,7.6,12.3,26.799999999999997
644,IL,LaSalle,27.1,8,69,24,21,0.188779317,4.958036254330721,0.620274899,0.0723052728620235,0.620274899,27.1,10.4,9.1,19.6,26.799999999999997
645,IL,Lawrence,28.9,1,6,3,0,0.0,3.326934537596026,0.363218112,0.0610612444281614,0.363218112,27.1,11.7,8.7,23.4,26.799999999999997
646,IL,Lee,32.6,1,13,6,6,0.172736433,2.554918453807879,0.374262271,0.0291962278473621,0.374262271,27.0,10.1,8.7,18.1,26.799999999999997
647,IL,Livingston,29.2,2,20,11,8,0.211065087,1.9648258831195122,0.527662718,0.0547555166182993,0.527662718,27.4,9.5,9.1,18.2,26.799999999999997
648,IL,Logan,29.2,3,14,6,5,0.168089827,6.321667434219404,0.470651516,0.101601923663088,0.470651516,28.8,9.8,8.3,20.1,26.799999999999997
649,IL,McDonough,26.8,1,24,5,6,0.188205772,1.9555224266591378,0.752823087,0.0322622273841786,0.752823087,27.9,9.3,7.5,26.0,26.799999999999997
650,IL,McHenry,27.7,8,214,43,45,0.146444808,12.646926414500129,0.696426421,0.026058292400099,0.696426421,26.5,10.1,6.9,10.7,26.799999999999997
651,IL,McLean,29.3,4,127,28,28,0.160863146,6.328958167617414,0.729629268,0.023199433933812,0.729629268,27.8,7.0,7.3,11.6,26.799999999999997
652,IL,Macon,29.7,2,63,13,16,0.147669589,5.811916936819677,0.581449008,0.0187705302674801,0.581449008,29.7,10.0,9.4,27.7,26.799999999999997
653,IL,Macoupin,31.0,0,20,10,11,0.236798484,3.919256977745986,0.430542699,0.0,0.430542699,28.6,10.5,9.0,21.1,26.799999999999997
654,IL,Madison,32.3,3,187,40,41,0.153811525,8.099754678463135,0.701530612,0.0112884229696831,0.701530612,28.3,10.0,9.4,17.7,26.799999999999997
655,IL,Marion,33.5,1,24,5,4,0.103704856,6.363398402013135,0.622229136,0.0262191924488726,0.622229136,27.2,10.5,9.0,29.5,26.799999999999997
656,IL,Marshall,29.1,0,5,3,3,0.249708673,4.410540971849525,0.416181122,0.0,0.416181122,27.1,11.2,9.0,16.3,26.799999999999997
657,IL,Mason,31.7,0,7,5,2,0.143905598,7.547166034003341,0.503669593,0.0,0.503669593,28.5,11.1,9.2,23.3,26.799999999999997
658,IL,Massac,30.7,0,5,3,2,0.13418316,2.0562025535979775,0.3354579,0.0,0.3354579,27.8,11.2,9.5,26.5,26.799999999999997
659,IL,Menard,28.3,2,2,2,3,0.238663484,0.4495070598560543,0.15910899,0.159795461808885,0.15910899,27.3,10.2,8.3,16.6,26.799999999999997
660,IL,Mercer,31.2,1,5,2,2,0.12543117,3.667665483074705,0.313577924,0.0635727908455181,0.313577924,27.4,11.4,8.9,13.8,26.799999999999997
661,IL,Monroe,33.2,2,22,4,5,0.148271158,7.091685258608307,0.652393096,0.0587061171774099,0.652393096,26.8,11.4,7.9,5.5,26.799999999999997
662,IL,Montgomery,31.3,2,20,5,4,0.136244422,5.232802942968077,0.681222112,0.0690798563138989,0.681222112,26.3,10.8,9.1,24.2,26.799999999999997
663,IL,Morgan,28.8,1,22,5,5,0.143147528,7.988201986712353,0.629849123,0.029174081745777,0.629849123,27.3,11.3,8.8,22.3,26.799999999999997
664,IL,Moultrie,28.6,0,2,2,1,0.06739907,0.6110361914731692,0.13479814,0.0,0.13479814,26.8,10.2,9.1,15.6,26.799999999999997
665,IL,Ogle,31.2,5,29,8,8,0.153595085,4.977564756200273,0.556782183,0.0975172117878806,0.556782183,27.0,10.4,8.3,14.5,26.799999999999997
666,IL,Peoria,28.8,2,135,41,54,0.288278285,6.0727689204915976,0.720695712,0.0108104602012908,0.720695712,27.2,9.6,9.7,23.0,26.799999999999997
667,IL,Perry,29.1,2,10,4,6,0.276854928,5.383657218221521,0.46142488,0.0936461113452264,0.46142488,27.8,10.6,8.7,23.6,26.799999999999997
668,IL,Piatt,29.0,1,6,4,3,0.182581705,0.7122775091752704,0.365163411,0.0603864734299517,0.365163411,27.4,10.7,8.9,9.2,26.799999999999997
669,IL,Pike,32.6,0,5,5,5,0.312070903,4.45085164419297,0.312070903,0.0,0.312070903,26.2,12.0,9.1,22.9,26.799999999999997
670,IL,Pope,29.5,1,0,1,2,0.467726848,3.9884418004250333,0.0,0.240558094779889,0.0,27.3,10.9,9.6,30.6,26.799999999999997
671,IL,Pulaski,27.3,0,2,5,3,0.515907137,4.8382038334504305,0.343938091,0.0,0.343938091,28.2,12.1,11.0,39.9,26.799999999999997
672,IL,Putnam,29.9,0,0,2,2,0.343997248,1.583095763288518,0.0,0.0,0.0,27.2,10.5,9.2,16.0,26.799999999999997
673,IL,Randolph,27.7,1,19,8,6,0.182542822,2.3934285140411635,0.578052268,0.0306550994757978,0.578052268,27.3,10.1,8.2,19.7,26.799999999999997
674,IL,Richland,28.8,2,16,3,3,0.186787871,1.1388699032244194,0.99620198,0.125549278091651,0.99620198,28.4,11.0,9.9,20.3,26.799999999999997
675,IL,Rock Island,31.7,3,109,23,27,0.184851742,4.200259765169798,0.746253329,0.0207205216045972,0.746253329,27.0,10.8,9.0,20.8,26.799999999999997
676,IL,St. Clair,33.2,3,191,39,35,0.131713136,8.931185089552649,0.718777401,0.0114173063529698,0.718777401,28.4,12.7,9.4,25.6,26.799999999999997
677,IL,Saline,30.1,0,17,8,8,0.325044694,9.233722380248023,0.690719974,0.0,0.690719974,26.7,12.0,9.8,35.2,26.799999999999997
678,IL,Sangamon,28.5,2,154,25,30,0.150756042,5.789397903700301,0.773881013,0.0101266335525749,0.773881013,28.8,10.7,9.6,22.8,26.799999999999997
679,IL,Schuyler,31.7,1,3,1,1,0.136425648,3.1773216946999203,0.409276944,0.144446049400549,0.409276944,26.4,10.6,9.1,19.6,26.799999999999997
680,IL,Scott,30.4,0,2,2,1,0.192159877,0.8686666192012847,0.384319754,0.0,0.384319754,27.2,9.9,9.4,18.0,26.799999999999997
681,IL,Shelby,30.6,1,7,5,4,0.181422351,5.358894717009123,0.317489115,0.0460468757194824,0.317489115,26.9,10.1,9.1,17.1,26.799999999999997
682,IL,Stark,30.2,0,0,2,1,0.172028213,8.119886401661095,0.0,0.0,0.0,26.8,12.2,9.5,17.7,26.799999999999997
683,IL,Stephenson,32.9,3,27,10,6,0.129212878,1.1349286545201505,0.581457952,0.0657548658600736,0.581457952,28.6,12.5,9.2,22.5,26.799999999999997
684,IL,Tazewell,30.6,4,109,14,17,0.125269883,9.828464477754553,0.803201014,0.0297652267738215,0.803201014,26.4,9.6,8.6,12.2,26.799999999999997
685,IL,Union,28.2,1,13,4,4,0.229265776,2.8402419176081706,0.745113773,0.058099000697188,0.745113773,27.7,11.9,8.9,25.6,26.799999999999997
686,IL,Vermilion,35.4,1,42,13,15,0.188139675,3.4730451338321964,0.52679109,0.0128022941711155,0.52679109,27.1,12.7,9.7,29.1,26.799999999999997
687,IL,Wabash,32.2,0,10,2,2,0.173175167,1.8928170671626685,0.865875833,0.0,0.865875833,27.1,12.6,8.9,19.6,26.799999999999997
688,IL,Warren,30.5,1,8,6,6,0.335683115,1.691054097802773,0.447577487,0.0575440211761998,0.447577487,27.0,10.5,9.2,20.8,26.799999999999997
689,IL,Washington,28.6,2,10,8,8,0.557996792,2.2086627929955354,0.697495989,0.141302811925957,0.697495989,27.9,10.5,8.9,13.7,26.799999999999997
690,IL,Wayne,29.2,1,5,3,3,0.181345584,5.000629558073746,0.30224264,0.0609904854842645,0.30224264,27.7,10.3,8.8,21.7,26.799999999999997
691,IL,White,28.7,0,8,6,5,0.347850285,6.027906329067699,0.556560456,0.0,0.556560456,27.5,10.6,9.5,23.0,26.799999999999997
692,IL,Whiteside,28.7,4,30,9,8,0.140656868,4.8727498707642996,0.527463253,0.0707513796519032,0.527463253,26.3,10.5,8.9,19.6,26.799999999999997
693,IL,Will,28.0,8,477,86,102,0.148814083,9.451649411450616,0.695924683,0.0116021226083312,0.695924683,28.8,8.5,7.9,11.3,26.799999999999997
694,IL,Williamson,31.6,4,42,16,14,0.208930277,3.4567751987015236,0.626790831,0.059206631142688,0.626790831,28.1,10.5,8.7,25.0,26.799999999999997
695,IL,Winnebago,33.9,9,202,55,55,0.190613498,6.238765839637717,0.700071393,0.0314825114648813,0.700071393,27.9,11.7,9.2,22.5,26.799999999999997
696,IL,Woodford,30.8,2,19,9,6,0.153112001,3.075731390502276,0.484854671,0.0510986203372509,0.484854671,27.5,9.6,8.4,9.0,26.799999999999997
697,IN,Adams,32.8,1,16,6,7,0.20120146,1.8035238957449296,0.459889052,0.0283832879200727,0.459889052,29.5,13.9,9.7,25.3,25.299999999999997
698,IN,Allen,30.1,10,240,45,50,0.136642636,7.840035456615306,0.655884652,0.0269975486225851,0.655884652,30.2,10.3,10.0,20.8,25.299999999999997
699,IN,Bartholomew,29.5,4,71,18,11,0.13712804,7.206917507785452,0.885099169,0.0491388417974988,0.885099169,29.5,10.5,10.2,15.5,25.299999999999997
700,IN,Benton,32.6,0,5,2,2,0.229885057,0.3153213189864547,0.574712644,0.0,0.574712644,29.2,12.1,10.8,18.2,25.299999999999997
701,IN,Blackford,36.0,0,5,6,4,0.322554633,0.48436196876572224,0.403193291,0.0,0.403193291,29.0,13.7,11.3,24.0,25.299999999999997
702,IN,Boone,27.8,2,38,8,6,0.09690705,3.816525844568238,0.61374465,0.030934372728257,0.61374465,30.5,10.4,10.0,7.4,25.299999999999997
703,IN,Brown,30.6,1,4,3,4,0.267343938,0.7182658882574532,0.267343938,0.0670600858369099,0.267343938,28.6,12.6,10.6,19.9,25.299999999999997
704,IN,Carroll,26.9,0,13,5,4,0.200772976,1.0314074901693426,0.652512172,0.0,0.652512172,30.0,13.4,10.9,13.7,25.299999999999997
705,IN,Cass,33.7,1,31,8,6,0.15609553,1.069200687081674,0.806493574,0.0263532388130501,0.806493574,29.9,9.8,10.2,20.0,25.299999999999997
706,IN,Clark,33.3,2,85,18,12,0.105021792,5.087695943765431,0.74390436,0.0172367729313718,0.74390436,30.5,12.4,9.8,16.2,25.299999999999997
707,IN,Clay,33.1,0,14,5,5,0.188238837,0.8979632947731164,0.527068745,0.0,0.527068745,30.7,11.9,9.4,20.4,25.299999999999997
708,IN,Clinton,30.9,1,21,8,5,0.152550647,0.4784428010078979,0.640712717,0.0308099947623009,0.640712717,28.7,12.5,11.8,18.5,25.299999999999997
709,IN,Crawford,33.0,2,1,2,2,0.187705303,3.113477045774675,0.093852651,0.189771325552709,0.093852651,30.2,13.0,10.3,28.5,25.299999999999997
710,IN,Daviess,37.6,0,19,6,6,0.183323658,2.711811471712873,0.580524917,0.0,0.580524917,29.7,12.9,10.1,21.9,25.299999999999997
711,IN,Dearborn,32.5,2,25,6,7,0.141397002,6.511927188108238,0.504989294,0.040542458089234,0.504989294,29.4,13.1,9.5,12.7,25.299999999999997
712,IN,Decatur,32.7,1,22,7,5,0.188508521,3.894019933508703,0.829437491,0.0375968117903602,0.829437491,29.9,14.7,9.6,18.6,25.299999999999997
713,IN,DeKalb,32.8,1,27,8,6,0.141566194,5.8883075482433975,0.637047873,0.0233940017779441,0.637047873,30.7,10.0,9.5,14.9,25.299999999999997
714,IN,Delaware,31.5,2,77,13,13,0.11104088,5.23364663564603,0.657703675,0.0173005890850583,0.657703675,31.0,12.5,10.4,31.2,25.299999999999997
715,IN,Dubois,29.5,1,39,11,10,0.23615539,1.6472247403334743,0.921006022,0.0235006580184245,0.921006022,29.2,10.3,9.5,9.0,25.299999999999997
716,IN,Elkhart,32.8,5,138,36,36,0.178243411,5.765654827682616,0.68326641,0.0245361441940122,0.68326641,29.2,10.2,9.7,19.4,25.299999999999997
717,IN,Fayette,33.0,1,23,5,3,0.127833646,5.142022256736459,0.980057951,0.0428614290000429,0.980057951,30.2,12.2,10.4,23.8,25.299999999999997
718,IN,Floyd,30.1,2,67,12,8,0.105015818,7.300253549897021,0.879507476,0.0259773996622938,0.879507476,29.5,10.2,10.1,17.5,25.299999999999997
719,IN,Fountain,29.8,0,7,4,4,0.240124865,4.42097808400732,0.420218514,0.0,0.420218514,28.7,13.9,10.3,18.9,25.299999999999997
720,IN,Franklin,26.2,1,15,11,7,0.305223685,2.560686942540681,0.654050754,0.0440237728373322,0.654050754,28.6,11.0,10.4,13.7,25.299999999999997
721,IN,Fulton,37.8,1,13,6,4,0.195121951,3.058088837148349,0.634146341,0.0496548984557327,0.634146341,29.5,11.4,10.7,19.7,25.299999999999997
722,IN,Gibson,32.1,2,20,6,7,0.207352114,0.849147125925726,0.59243461,0.0593418983473281,0.59243461,28.0,13.4,9.9,14.6,25.299999999999997
723,IN,Grant,37.3,4,49,11,7,0.102086949,3.8283290093831948,0.714608642,0.0597576825970689,0.714608642,29.1,14.8,10.8,26.9,25.299999999999997
724,IN,Greene,33.1,1,22,7,9,0.275010695,2.8917247233610857,0.672248365,0.0310452950855298,0.672248365,29.5,13.3,10.6,21.6,25.299999999999997
725,IN,Hamilton,25.9,7,219,35,31,0.102437686,9.613640802417535,0.723672688,0.0221257819093285,0.723672688,24.4,8.6,7.9,5.2,25.299999999999997
726,IN,Hancock,34.8,3,45,4,5,0.06946567,7.633538098812291,0.625191031,0.0406961759160031,0.625191031,28.2,12.4,9.6,8.1,25.299999999999997
727,IN,Harrison,36.0,2,19,4,3,0.07633782,1.0769737349222361,0.483472862,0.050218450258625,0.483472862,29.8,12.8,10.3,15.3,25.299999999999997
728,IN,Hendricks,31.8,5,120,10,9,0.0576716,7.585815604588031,0.768954734,0.0311313118734823,0.768954734,28.9,10.0,8.7,6.7,25.299999999999997
729,IN,Henry,36.7,2,25,9,8,0.163281968,0.8234035170445655,0.510256149,0.0412192658848746,0.510256149,30.0,13.4,10.5,20.6,25.299999999999997
730,IN,Howard,31.4,1,77,11,11,0.132558868,6.335393815963868,0.927912077,0.0121112295320221,0.927912077,30.4,13.1,11.3,24.8,25.299999999999997
731,IN,Huntington,32.6,1,31,6,5,0.136217512,5.422005921372428,0.844548575,0.0274725274725275,0.844548575,32.0,12.7,10.9,16.2,25.299999999999997
732,IN,Jackson,36.9,2,34,10,10,0.228806773,4.0034257148711765,0.777943027,0.0454411196691887,0.777943027,29.6,12.4,9.9,16.8,25.299999999999997
733,IN,Jasper,29.6,2,21,7,8,0.238984317,2.5954127252521744,0.627333831,0.0598211348069273,0.627333831,29.1,11.3,9.5,13.2,25.299999999999997
734,IN,Jay,34.0,2,9,3,3,0.141649747,4.706230228193385,0.424949242,0.0950299344293453,0.424949242,31.5,15.0,10.4,24.9,25.299999999999997
735,IN,Jefferson,35.0,1,19,8,6,0.184649474,3.798638285082491,0.584723334,0.0308470602751558,0.584723334,31.5,12.5,9.8,20.2,25.299999999999997
736,IN,Jennings,33.0,1,11,2,2,0.071428571,7.562357504181419,0.392857143,0.0360256502629872,0.392857143,29.9,12.3,9.3,21.1,25.299999999999997
737,IN,Johnson,30.2,2,125,11,13,0.088112893,7.288127452952799,0.847239355,0.0131594530931295,0.847239355,28.6,10.7,8.9,10.7,25.299999999999997
738,IN,Knox,32.3,2,25,6,4,0.105435184,6.057538251437018,0.658969898,0.052988554472234,0.658969898,29.4,11.0,9.9,24.1,25.299999999999997
739,IN,Kosciusko,33.2,3,54,13,15,0.190927142,4.891617905964037,0.687337712,0.0379305113032924,0.687337712,29.5,10.4,10.0,13.8,25.299999999999997
740,IN,LaGrange,34.2,3,8,6,8,0.208138204,0.04522173370073529,0.208138204,0.0767067246228586,0.208138204,28.0,11.2,9.5,13.6,25.299999999999997
741,IN,Lake,33.9,8,405,78,81,0.16522924,7.674451207540407,0.826146201,0.0164661230101719,0.826146201,33.1,12.2,11.3,26.5,25.299999999999997
742,IN,LaPorte,35.0,5,70,23,19,0.170489214,5.8818585833810095,0.628118158,0.0454483479525519,0.628118158,29.1,10.8,10.9,24.7,25.299999999999997
743,IN,Lawrence,38.2,1,22,9,9,0.196919307,2.087360677502686,0.481358306,0.0219693308141834,0.481358306,28.5,15.1,11.1,21.0,25.299999999999997
744,IN,Madison,33.4,5,77,22,20,0.15376454,5.618010568169947,0.59199348,0.0386709565647816,0.59199348,32.3,12.2,11.2,25.2,25.299999999999997
745,IN,Marion,32.4,19,832,143,163,0.174472808,6.596393223711907,0.890560593,0.0201863733480375,0.890560593,30.2,10.5,10.0,31.0,25.299999999999997
746,IN,Marshall,30.8,2,43,11,9,0.191054408,4.1093764280397655,0.912815505,0.0429590170976888,0.912815505,28.0,11.1,9.5,15.0,25.299999999999997
747,IN,Martin,35.8,0,9,3,3,0.294031167,0.6987278492990973,0.882093502,0.0,0.882093502,30.2,15.6,10.6,19.5,25.299999999999997
748,IN,Miami,35.7,0,22,7,11,0.305946487,5.165822199259084,0.611892974,0.0,0.611892974,29.8,11.6,10.0,22.6,25.299999999999997
749,IN,Monroe,22.1,4,111,22,20,0.139529367,3.118842036595902,0.774387989,0.0274921647330511,0.774387989,26.1,7.7,7.8,18.2,25.299999999999997
750,IN,Montgomery,32.7,1,27,8,8,0.209720547,3.391904670537851,0.707806847,0.0262646425382151,0.707806847,29.8,11.8,10.2,18.7,25.299999999999997
751,IN,Morgan,33.2,1,38,10,7,0.100440503,3.6413974934551048,0.545248447,0.0143476139917932,0.545248447,29.1,14.0,9.7,16.2,25.299999999999997
752,IN,Newton,35.3,0,10,4,3,0.211924272,3.4259994169171373,0.706414241,0.0,0.706414241,29.3,11.6,10.2,17.6,25.299999999999997
